texto_original,texto_limpio,valor_normalizado,metodo_usado,confianza,explicacion,requiere_revision,categoria,tipo_dato,id_original,division,esquema,clave_original,fecha_proceso
CONJUNTO HABITACIONAL 654,CONJUNTO HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'CONJUNTO HABITACIONAL',True,SIN_MATCH,colonia,404,DES,MASIVO,MASS000404,2025-05-28 11:21:40
SECTOR 357,SECTOR,,SIN_MATCH,0.0,No se encontró coincidencia para 'SECTOR',True,SIN_MATCH,colonia,405,DES,MASIVO,MASS000405,2025-05-28 11:21:40
CENTRO 839,CENTRO,CENTRO,EQUIVALENCIA,1.0,Equivalencia: CENTRO → CENTRO,False,EXACTO,colonia,406,DES,MASIVO,MASS000406,2025-05-28 11:21:40
CENTRO 794,CENTRO,CENTRO,EQUIVALENCIA,1.0,Equivalencia: CENTRO → CENTRO,False,EXACTO,colonia,407,DES,MASIVO,MASS000407,2025-05-28 11:21:40
  AMPLIACION 837  ,AMPLIACION,,SIN_MATCH,0.0,No se encontró coincidencia para 'AMPLIACION',True,SIN_MATCH,colonia,408,DES,MASIVO,MASS000408,2025-05-28 11:21:40
SAN 69,SAN 69,,SIN_MATCH,0.0,No se encontró coincidencia para 'SAN 69',True,SIN_MATCH,colonia,409,DES,MASIVO,MASS000409,2025-05-28 11:21:40
  ZONA 9  ,ZONA 9,ZONA RÍO,FUZZY_BAJO,0.77,Fuzzy match bajo: 'ZONA 9' ≈ 'ZONA RÍO' (77%),True,REVISAR,colonia,410,DES,MASIVO,MASS000410,2025-05-28 11:21:40
SECTOR 826,SECTOR,,SIN_MATCH,0.0,No se encontró coincidencia para 'SECTOR',True,SIN_MATCH,colonia,411,DES,MASIVO,MASS000411,2025-05-28 11:21:40
LOTE 139,LOTE,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOTE',True,SIN_MATCH,colonia,412,DES,MASIVO,MASS000412,2025-05-28 11:21:40
AMPLIACION 251,AMPLIACION,,SIN_MATCH,0.0,No se encontró coincidencia para 'AMPLIACION',True,SIN_MATCH,colonia,413,DES,MASIVO,MASS000413,2025-05-28 11:21:40
UNIDAD HABITACIONAL 624,UNIDAD HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'UNIDAD HABITACIONAL',True,SIN_MATCH,colonia,414,DES,MASIVO,MASS000414,2025-05-28 11:21:40
ZONA 575,ZONA,ZONA RÍO,FUZZY_BAJO,0.73,Fuzzy match bajo: 'ZONA' ≈ 'ZONA RÍO' (73%),True,REVISAR,colonia,415,DES,MASIVO,MASS000415,2025-05-28 11:21:40
MANZANA 974,MANZANA,,SIN_MATCH,0.0,No se encontró coincidencia para 'MANZANA',True,SIN_MATCH,colonia,416,DES,MASIVO,MASS000416,2025-05-28 11:21:40
RESIDENCIAL 587,RESIDENCIAL,RESIDENCIAL SAN AGUSTÍN,FUZZY_BAJO,0.67,Fuzzy match bajo: 'RESIDENCIAL' ≈ 'RESIDENCIAL SAN AGUSTÍN' (67%),True,REVISAR,colonia,417,DES,MASIVO,MASS000417,2025-05-28 11:21:40
AMPLIACION 917,AMPLIACION,,SIN_MATCH,0.0,No se encontró coincidencia para 'AMPLIACION',True,SIN_MATCH,colonia,418,DES,MASIVO,MASS000418,2025-05-28 11:21:40
INDUSTRIAL 856,INDUSTRIAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'INDUSTRIAL',True,SIN_MATCH,colonia,419,DES,MASIVO,MASS000419,2025-05-28 11:21:40
AMPLIACION 926,AMPLIACION,,SIN_MATCH,0.0,No se encontró coincidencia para 'AMPLIACION',True,SIN_MATCH,colonia,420,DES,MASIVO,MASS000420,2025-05-28 11:21:40
VILLAS DE 925,VILLAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'VILLAS DE',True,SIN_MATCH,colonia,421,DES,MASIVO,MASS000421,2025-05-28 11:21:40
BARRIO 519,BARRIO,,SIN_MATCH,0.0,No se encontró coincidencia para 'BARRIO',True,SIN_MATCH,colonia,422,DES,MASIVO,MASS000422,2025-05-28 11:21:40
JARDINES DE 718,JARDINES DE,JARDINES DE GUADALUPE,FUZZY_BAJO,0.69,Fuzzy match bajo: 'JARDINES DE' ≈ 'JARDINES DE GUADALUPE' (69%),True,REVISAR,colonia,423,DES,MASIVO,MASS000423,2025-05-28 11:21:40
RINCON DE 176,RINCON DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'RINCON DE',True,SIN_MATCH,colonia,424,DES,MASIVO,MASS000424,2025-05-28 11:21:40
SANTA 391,SANTA,,SIN_MATCH,0.0,No se encontró coincidencia para 'SANTA',True,SIN_MATCH,colonia,425,DES,MASIVO,MASS000425,2025-05-28 11:21:40
AMPLIACION 468,AMPLIACION,,SIN_MATCH,0.0,No se encontró coincidencia para 'AMPLIACION',True,SIN_MATCH,colonia,426,DES,MASIVO,MASS000426,2025-05-28 11:21:40
CONJUNTO HABITACIONAL 191,CONJUNTO HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'CONJUNTO HABITACIONAL',True,SIN_MATCH,colonia,427,DES,MASIVO,MASS000427,2025-05-28 11:21:40
COMERCIAL 820,COMERCIAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'COMERCIAL',True,SIN_MATCH,colonia,428,DES,MASIVO,MASS000428,2025-05-28 11:21:40
AMPLIACION 889,AMPLIACION,,SIN_MATCH,0.0,No se encontró coincidencia para 'AMPLIACION',True,SIN_MATCH,colonia,429,DES,MASIVO,MASS000429,2025-05-28 11:21:40
SANTA 446,SANTA,,SIN_MATCH,0.0,No se encontró coincidencia para 'SANTA',True,SIN_MATCH,colonia,430,DES,MASIVO,MASS000430,2025-05-28 11:21:40
LOMAS DE 631,LOMAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOMAS DE',True,SIN_MATCH,colonia,431,DES,MASIVO,MASS000431,2025-05-28 11:21:40
VILLAS DE 414,VILLAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'VILLAS DE',True,SIN_MATCH,colonia,432,DES,MASIVO,MASS000432,2025-05-28 11:21:40
RESIDENCIAL 429,RESIDENCIAL,RESIDENCIAL SAN AGUSTÍN,FUZZY_BAJO,0.67,Fuzzy match bajo: 'RESIDENCIAL' ≈ 'RESIDENCIAL SAN AGUSTÍN' (67%),True,REVISAR,colonia,433,DES,MASIVO,MASS000433,2025-05-28 11:21:40
SANTA 530,SANTA,,SIN_MATCH,0.0,No se encontró coincidencia para 'SANTA',True,SIN_MATCH,colonia,434,DES,MASIVO,MASS000434,2025-05-28 11:21:40
BARRIO 74,BARRIO 74,,SIN_MATCH,0.0,No se encontró coincidencia para 'BARRIO 74',True,SIN_MATCH,colonia,435,DES,MASIVO,MASS000435,2025-05-28 11:21:40
ZONA 3,ZONA 3,ZONA RÍO,FUZZY_BAJO,0.77,Fuzzy match bajo: 'ZONA 3' ≈ 'ZONA RÍO' (77%),True,REVISAR,colonia,436,DES,MASIVO,MASS000436,2025-05-28 11:21:40
ZONA 541,ZONA,ZONA RÍO,FUZZY_BAJO,0.73,Fuzzy match bajo: 'ZONA' ≈ 'ZONA RÍO' (73%),True,REVISAR,colonia,437,DES,MASIVO,MASS000437,2025-05-28 11:21:40
AMPLIACION 568,AMPLIACION,,SIN_MATCH,0.0,No se encontró coincidencia para 'AMPLIACION',True,SIN_MATCH,colonia,438,DES,MASIVO,MASS000438,2025-05-28 11:21:40
VIEJA 82,VIEJA 82,,SIN_MATCH,0.0,No se encontró coincidencia para 'VIEJA 82',True,SIN_MATCH,colonia,439,DES,MASIVO,MASS000439,2025-05-28 11:21:40
NUEVA 479,NUEVA,,SIN_MATCH,0.0,No se encontró coincidencia para 'NUEVA',True,SIN_MATCH,colonia,440,DES,MASIVO,MASS000440,2025-05-28 11:21:40
JARDINES DE 441,JARDINES DE,JARDINES DE GUADALUPE,FUZZY_BAJO,0.69,Fuzzy match bajo: 'JARDINES DE' ≈ 'JARDINES DE GUADALUPE' (69%),True,REVISAR,colonia,441,DES,MASIVO,MASS000441,2025-05-28 11:21:40
SAN 735,SAN,,SIN_MATCH,0.0,No se encontró coincidencia para 'SAN',True,SIN_MATCH,colonia,442,DES,MASIVO,MASS000442,2025-05-28 11:21:40
LOMAS DE 307,LOMAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOMAS DE',True,SIN_MATCH,colonia,443,DES,MASIVO,MASS000443,2025-05-28 11:21:40
RINCON DE 363,RINCON DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'RINCON DE',True,SIN_MATCH,colonia,444,DES,MASIVO,MASS000444,2025-05-28 11:21:40
RESIDENCIAL 336,RESIDENCIAL,RESIDENCIAL SAN AGUSTÍN,FUZZY_BAJO,0.67,Fuzzy match bajo: 'RESIDENCIAL' ≈ 'RESIDENCIAL SAN AGUSTÍN' (67%),True,REVISAR,colonia,445,DES,MASIVO,MASS000445,2025-05-28 11:21:40
BARRIO 451,BARRIO,,SIN_MATCH,0.0,No se encontró coincidencia para 'BARRIO',True,SIN_MATCH,colonia,446,DES,MASIVO,MASS000446,2025-05-28 11:21:40
RINCON DE 601_123,RINCON DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'RINCON DE',True,SIN_MATCH,colonia,447,DES,MASIVO,MASS000447,2025-05-28 11:21:40
UNIDAD HABITACIONAL 568,UNIDAD HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'UNIDAD HABITACIONAL',True,SIN_MATCH,colonia,448,DES,MASIVO,MASS000448,2025-05-28 11:21:40
SAN 47,SAN 47,,SIN_MATCH,0.0,No se encontró coincidencia para 'SAN 47',True,SIN_MATCH,colonia,449,DES,MASIVO,MASS000449,2025-05-28 11:21:40
JARDINES DE 507,JARDINES DE,JARDINES DE GUADALUPE,FUZZY_BAJO,0.69,Fuzzy match bajo: 'JARDINES DE' ≈ 'JARDINES DE GUADALUPE' (69%),True,REVISAR,colonia,450,DES,MASIVO,MASS000450,2025-05-28 11:21:40
SAN 189,SAN,,SIN_MATCH,0.0,No se encontró coincidencia para 'SAN',True,SIN_MATCH,colonia,451,DES,MASIVO,MASS000451,2025-05-28 11:21:40
MANZANA 131,MANZANA,,SIN_MATCH,0.0,No se encontró coincidencia para 'MANZANA',True,SIN_MATCH,colonia,452,DES,MASIVO,MASS000452,2025-05-28 11:21:40
ZONA 268,ZONA,ZONA RÍO,FUZZY_BAJO,0.73,Fuzzy match bajo: 'ZONA' ≈ 'ZONA RÍO' (73%),True,REVISAR,colonia,453,DES,MASIVO,MASS000453,2025-05-28 11:21:40
LOMAS DE 461,LOMAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOMAS DE',True,SIN_MATCH,colonia,454,DES,MASIVO,MASS000454,2025-05-28 11:21:40
RESIDENCIAL 208,RESIDENCIAL,RESIDENCIAL SAN AGUSTÍN,FUZZY_BAJO,0.67,Fuzzy match bajo: 'RESIDENCIAL' ≈ 'RESIDENCIAL SAN AGUSTÍN' (67%),True,REVISAR,colonia,455,DES,MASIVO,MASS000455,2025-05-28 11:21:40
RINCON DE 589,RINCON DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'RINCON DE',True,SIN_MATCH,colonia,456,DES,MASIVO,MASS000456,2025-05-28 11:21:40
CONJUNTO HABITACIONAL 307,CONJUNTO HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'CONJUNTO HABITACIONAL',True,SIN_MATCH,colonia,457,DES,MASIVO,MASS000457,2025-05-28 11:21:40
VILLAS DE 320,VILLAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'VILLAS DE',True,SIN_MATCH,colonia,458,DES,MASIVO,MASS000458,2025-05-28 11:21:40
CONJUNTO HABITACIONAL 314,CONJUNTO HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'CONJUNTO HABITACIONAL',True,SIN_MATCH,colonia,459,DES,MASIVO,MASS000459,2025-05-28 11:21:40
LOMAS DE 195,LOMAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOMAS DE',True,SIN_MATCH,colonia,460,DES,MASIVO,MASS000460,2025-05-28 11:21:40
SANTA 174,SANTA,,SIN_MATCH,0.0,No se encontró coincidencia para 'SANTA',True,SIN_MATCH,colonia,461,DES,MASIVO,MASS000461,2025-05-28 11:21:40
CENTRO 329,CENTRO,CENTRO,EQUIVALENCIA,1.0,Equivalencia: CENTRO → CENTRO,False,EXACTO,colonia,462,DES,MASIVO,MASS000462,2025-05-28 11:21:40
NUEVA 914,NUEVA,,SIN_MATCH,0.0,No se encontró coincidencia para 'NUEVA',True,SIN_MATCH,colonia,463,DES,MASIVO,MASS000463,2025-05-28 11:21:40
MANZANA 46,MANZANA 46,,SIN_MATCH,0.0,No se encontró coincidencia para 'MANZANA 46',True,SIN_MATCH,colonia,464,DES,MASIVO,MASS000464,2025-05-28 11:21:40
COMERCIAL 304,COMERCIAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'COMERCIAL',True,SIN_MATCH,colonia,465,DES,MASIVO,MASS000465,2025-05-28 11:21:40
VIEJA 510,VIEJA,,SIN_MATCH,0.0,No se encontró coincidencia para 'VIEJA',True,SIN_MATCH,colonia,466,DES,MASIVO,MASS000466,2025-05-28 11:21:40
BARRIO 998,BARRIO,,SIN_MATCH,0.0,No se encontró coincidencia para 'BARRIO',True,SIN_MATCH,colonia,467,DES,MASIVO,MASS000467,2025-05-28 11:21:40
ZONA 688,ZONA,ZONA RÍO,FUZZY_BAJO,0.73,Fuzzy match bajo: 'ZONA' ≈ 'ZONA RÍO' (73%),True,REVISAR,colonia,468,DES,MASIVO,MASS000468,2025-05-28 11:21:40
COMERCIAL 722,COMERCIAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'COMERCIAL',True,SIN_MATCH,colonia,469,DES,MASIVO,MASS000469,2025-05-28 11:21:40
MANZANA 513,MANZANA,,SIN_MATCH,0.0,No se encontró coincidencia para 'MANZANA',True,SIN_MATCH,colonia,470,DES,MASIVO,MASS000470,2025-05-28 11:21:40
LOTE 130,LOTE,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOTE',True,SIN_MATCH,colonia,471,DES,MASIVO,MASS000471,2025-05-28 11:21:40
AMPLIACION 92,AMPLIACION 92,,SIN_MATCH,0.0,No se encontró coincidencia para 'AMPLIACION 92',True,SIN_MATCH,colonia,472,DES,MASIVO,MASS000472,2025-05-28 11:21:40
RINCON DE 823,RINCON DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'RINCON DE',True,SIN_MATCH,colonia,473,DES,MASIVO,MASS000473,2025-05-28 11:21:40
SANTA 387,SANTA,,SIN_MATCH,0.0,No se encontró coincidencia para 'SANTA',True,SIN_MATCH,colonia,474,DES,MASIVO,MASS000474,2025-05-28 11:21:40
AMPLIACION 300,AMPLIACION,,SIN_MATCH,0.0,No se encontró coincidencia para 'AMPLIACION',True,SIN_MATCH,colonia,475,DES,MASIVO,MASS000475,2025-05-28 11:21:40
MANZANA 26,MANZANA 26,,SIN_MATCH,0.0,No se encontró coincidencia para 'MANZANA 26',True,SIN_MATCH,colonia,476,DES,MASIVO,MASS000476,2025-05-28 11:21:40
  UNIDAD HABITACIONAL 189  ,UNIDAD HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'UNIDAD HABITACIONAL',True,SIN_MATCH,colonia,477,DES,MASIVO,MASS000477,2025-05-28 11:21:40
NUEVA 776,NUEVA,,SIN_MATCH,0.0,No se encontró coincidencia para 'NUEVA',True,SIN_MATCH,colonia,478,DES,MASIVO,MASS000478,2025-05-28 11:21:40
FRACCIONAMIENTO 845,FRACCIONAMIENTO,,SIN_MATCH,0.0,No se encontró coincidencia para 'FRACCIONAMIENTO',True,SIN_MATCH,colonia,479,DES,MASIVO,MASS000479,2025-05-28 11:21:40
JARDINES DE 692,JARDINES DE,JARDINES DE GUADALUPE,FUZZY_BAJO,0.69,Fuzzy match bajo: 'JARDINES DE' ≈ 'JARDINES DE GUADALUPE' (69%),True,REVISAR,colonia,480,DES,MASIVO,MASS000480,2025-05-28 11:21:40
RINCON DE 427,RINCON DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'RINCON DE',True,SIN_MATCH,colonia,481,DES,MASIVO,MASS000481,2025-05-28 11:21:40
CONJUNTO HABITACIONAL 479,CONJUNTO HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'CONJUNTO HABITACIONAL',True,SIN_MATCH,colonia,482,DES,MASIVO,MASS000482,2025-05-28 11:21:40
SAN 159,SAN,,SIN_MATCH,0.0,No se encontró coincidencia para 'SAN',True,SIN_MATCH,colonia,483,DES,MASIVO,MASS000483,2025-05-28 11:21:40
RINCON DE 406,RINCON DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'RINCON DE',True,SIN_MATCH,colonia,484,DES,MASIVO,MASS000484,2025-05-28 11:21:40
SECTOR 908,SECTOR,,SIN_MATCH,0.0,No se encontró coincidencia para 'SECTOR',True,SIN_MATCH,colonia,485,DES,MASIVO,MASS000485,2025-05-28 11:21:40
RINCON DE 385,RINCON DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'RINCON DE',True,SIN_MATCH,colonia,486,DES,MASIVO,MASS000486,2025-05-28 11:21:40
AMPLIACION 301,AMPLIACION,,SIN_MATCH,0.0,No se encontró coincidencia para 'AMPLIACION',True,SIN_MATCH,colonia,487,DES,MASIVO,MASS000487,2025-05-28 11:21:40
VIEJA 797,VIEJA,,SIN_MATCH,0.0,No se encontró coincidencia para 'VIEJA',True,SIN_MATCH,colonia,488,DES,MASIVO,MASS000488,2025-05-28 11:21:40
LOTE 812,LOTE,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOTE',True,SIN_MATCH,colonia,489,DES,MASIVO,MASS000489,2025-05-28 11:21:40
VILLAS DE 967,VILLAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'VILLAS DE',True,SIN_MATCH,colonia,490,DES,MASIVO,MASS000490,2025-05-28 11:21:40
INDUSTRIAL 11,INDUSTRIAL 11,,SIN_MATCH,0.0,No se encontró coincidencia para 'INDUSTRIAL 11',True,SIN_MATCH,colonia,491,DES,MASIVO,MASS000491,2025-05-28 11:21:40
SANTA 330,SANTA,,SIN_MATCH,0.0,No se encontró coincidencia para 'SANTA',True,SIN_MATCH,colonia,492,DES,MASIVO,MASS000492,2025-05-28 11:21:40
CENTRO 467,CENTRO,CENTRO,EQUIVALENCIA,1.0,Equivalencia: CENTRO → CENTRO,False,EXACTO,colonia,493,DES,MASIVO,MASS000493,2025-05-28 11:21:40
SANTA 185,SANTA,,SIN_MATCH,0.0,No se encontró coincidencia para 'SANTA',True,SIN_MATCH,colonia,494,DES,MASIVO,MASS000494,2025-05-28 11:21:40
FRACCIONAMIENTO 891,FRACCIONAMIENTO,,SIN_MATCH,0.0,No se encontró coincidencia para 'FRACCIONAMIENTO',True,SIN_MATCH,colonia,495,DES,MASIVO,MASS000495,2025-05-28 11:21:40
VIEJA 859,VIEJA,,SIN_MATCH,0.0,No se encontró coincidencia para 'VIEJA',True,SIN_MATCH,colonia,496,DES,MASIVO,MASS000496,2025-05-28 11:21:40
UNIDAD HABITACIONAL 243,UNIDAD HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'UNIDAD HABITACIONAL',True,SIN_MATCH,colonia,497,DES,MASIVO,MASS000497,2025-05-28 11:21:40
SANTA 114,SANTA,,SIN_MATCH,0.0,No se encontró coincidencia para 'SANTA',True,SIN_MATCH,colonia,498,DES,MASIVO,MASS000498,2025-05-28 11:21:40
VILLAS DE 715,VILLAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'VILLAS DE',True,SIN_MATCH,colonia,499,DES,MASIVO,MASS000499,2025-05-28 11:21:40
